Q26292	8431601
Q26292	2029523
Q26292	9275012
Q26292	15966742
Q26292	16551474
Q26292	17166514
Q90249	15134836
Q90249	8427634
Q90249	7758974
Q90249	11732689
Q90249	3176051
Q90249	11018293
Q90249	11829743
Q90249	12079495
Q90249	17346668
Q90249	18160090
Q90249	17157889
Q90249	19401234
Q90249	20371382
Q90249	24145104
Q90249	15134836
Q90249	8427634
Q90249	7758974
Q90249	11732689
Q90249	3176051
Q90249	11018293
Q90249	11829743
Q90249	12079495
Q90249	17346668
Q90249	18160090
Q90249	17157889
Q90249	19401234
Q90249	20371382
P60266	10491073
P60266	2435711
P60266	9808476
P60266	11524459
P60266	15569679
P60266	17166514
P00626	2048144
P00626	3986212
P00626	10377255
P00626	11027615
P00626	11085916
P00626	11600150
P00626	11931665
P00626	12444963
P00626	12846835
P00626	15485650
P00626	15488774
P00626	16156665
P00626	16039772
P00626	16815622
P00626	18261469
P00626	21726572
P00626	19857576
P08878	3174444
P08878	1868083
P08878	4084559
P08878	2400773
P08878	18495297
P08878	8513799
P08878	10903514
P08878	11948110
P08878	12657321
P08878	18703042
P08878	20109480
P08878	21787789
P60274	24662800
P60274	12419800
P60274	15929983
P60274	19098004
Q6LEM5	9037028
Q6LEM5	4334402
Q6LEM5	15245866
Q6LEM5	20146532
Q6LEM5	15912471
Q6LEM5	18200607
Q6LEM5	17315274
Q6LEM5	22869554
Q6LEM5	11994001
Q6LEM5	17475904
Q6LEM5	19491403
Q6LEM5	21185808
X5IWS1	22742208
X5IWS1	24662800
X5IWS1	24497506
X5IWS1	26039939
X5IWS1	26817840
Q9PW56	12716428
Q9PW56	15922781
Q9PW56	22869554
Q9PW56	20146532
Q9PW56	15245866
Q9PW56	11994001
Q9PW56	17475904
Q9PW56	19491403
Q9PW56	21185808
P56855	10504388
P56855	11312507
P56855	15051809
P56855	17071657
P56855	20643084
P56855	14744131
P83257	10971590
P83257	15683238
P83257	15726637
P56637	9753689
P56637	10026198
P56637	14672947
P56637	15054090
P56637	23999087
P56637	9753689
P56637	10026198
P56637	14672947
P56637	15054090
Q56VR3	15351847
Q56VR3	16197456
Q56VR3	17239167
Q56VR3	12362232
Q56VR3	3075905
Q56VR3	11522026
Q56VR3	21184772
P00982	7429422
P00982	2457792
P00982	10698633
P56633	9417043
P56633	12074021
P56633	9438859
P56633	9548922
P56633	10818087
P56633	10398696
P56633	11820396
P56633	12023223
P56633	27093300
P56633	9417043
P56633	12074021
P56633	9438859
P56633	9548922
P56633	10818087
P56633	10398696
P56633	11820396
P56633	12023223
Q6PXP0	15066171
P62022	3174444
P62022	3753003
P62022	8033889
P62022	15032748
P62022	8513799
P62022	8630095
P62022	10903514
P62022	11948110
P62022	18062812
P62022	20109480
P62022	21787789
P62022	18275084
P81428	15930152
P81428	17239167
P81428	10397729
P81428	11522026
P81428	12871464
P01021	10604536
P01021	10519653
P01021	4730295
P01021	4323853
P01021	10866809
P01021	11994001
P01021	17714693
P01021	23056909
P01021	23082758
P01021	10604536
P01021	10519653
P01021	4730295
P01021	4323853
P01021	10866809
P01021	11994001
P01021	17714693
E3PQQ8	20923766
E3PQQ8	20385188
P81383	17543361
P81383	8080286
P81383	9304806
P81383	2619759
P81383	2044840
P81383	7886693
P81383	21059402
P81383	24297900
P59868	9108323
P59868	1334561
P59868	9565405
P59868	11867448
P59868	14699105
P59868	14535845
P0CE79	15926888
P24027	2015302
P24027	8033889
P24027	15032748
P24027	8513799
P24027	8630095
P24027	10903514
P24027	18062812
P24027	20109480
P24027	21787789
P24027	18275084
P17728	1801321
P17728	2383565
P17728	8756487
P17728	9169449
P17728	10678738
P17728	16551474
P17728	9054546
P83561	12860384
P83561	17148449
P0C005	11006592
P0C005	11738089
P0C005	15635634
P0C005	25530580
P0C005	11006592
P0C005	11738089
P0C005	15635634
Q90282	7733877
Q90282	19799929
Q90282	19371136
Q90282	17497365
Q90282	9210644
Q90282	10933502
Q90282	8645248
Q90282	16820695
Q90282	17485084
Q90282	16688218
Q90282	9578458
Q90282	7733877
Q90282	19799929
Q90282	19371136
Q90282	17497365
Q90282	9210644
Q90282	10933502
Q90282	8645248
Q90282	16820695
Q90282	17485084
Q1L777	15983035
Q1L777	21252227
Q1L777	22914547
Q1L777	23846688
Q1L777	26330550
P30431	1385408
P30431	12504907
P30431	12165326
P30431	8198592
P30431	7831660
